"customerkey","name","gender","datefirstpurchase","addressline1","city","state","country","salesterritorykey"
27781,"Allen E Sai","M","2022-08-27","9491 Toyon Dr","London","England","United Kingdom",10
27782,"Mason C Hernandez","M","2022-02-25","1292 Bola Raton Court","Watford","England","United Kingdom",10
27783,"Isabel NULL Bradley","F","2022-04-02","2340 Jill Ave","Watford","England","United Kingdom",10
27784,"Shane NULL Arun","M","2022-11-20","33, rue du Puits Dixme","Villeneuve-d'Ascq","Nord","France",7
27785,"Sebastian D Bell","M","2022-07-24","3039 Eagle Way","Esher-Molesey","England","United Kingdom",10
27786,"Cynthia P Raman","F","2022-09-05","6766 Sea Ranch Ct.","Peterborough","England","United Kingdom",10
27787,"Gerald NULL Ramos","M","2022-02-25","Winter der Böck 345","Hannover","Nordrhein-Westfalen","Germany",8
27788,"Brent L Lin","M","2022-03-11","1674 Castle Hill Road","Warrington","England","United Kingdom",10
27789,"Nicolas NULL Goldberg","M","2022-08-30","9513 Ridge Park Drive","W. York","England","United Kingdom",10
27790,"Molly L Srini","F","2022-09-05","8066 Peach Place","London","England","United Kingdom",10
27791,"Shawna C Deng","F","2022-03-02","Lindenalle 7524","München","Hessen","Germany",8
27792,"Jacquelyn A Alonso","F","2022-03-10","Am Gallberg 456","Kassel","Hessen","Germany",8
27793,"Mitchell NULL Shan","M","2023-01-05","5, boulevard du Montparnasse","Colombes","Hauts de Seine","France",7
27794,"Dawn W Kumar","F","2022-03-03","7386 Rolph Park Drive","Reading","England","United Kingdom",10
27795,"Holly S Vance","F","2022-07-03","15bis, boulevard Saint Germain","Paris","Seine (Paris)","France",7
27796,"Jarrod E Patel","M","2022-08-03","3bis, boulevard Saint Germain","Paris","Seine (Paris)","France",7
27797,"Melvin C Deng","M","2022-05-30","Viktoria-Luise-Platz 4","Duesseldorf","Hessen","Germany",8
27798,"Brandon NULL Bryant","M","2022-07-13","Essener Straße 126","Neunkirchen","Saarland","Germany",8
27799,"Bryce NULL Watson","M","2022-01-18","3632 Ramsay Circle","Watford","England","United Kingdom",10
27800,"Regina NULL Suri","F","2022-02-02","9700 Terra Grand","York","England","United Kingdom",10
27801,"Kaitlyn V Cooper","F","2022-02-28","Husemann Straße 4424","Frankfurt","Hessen","Germany",8
27802,"Robyn C Romero","F","2022-09-17","8514 Bounty Way","Cheltenham","England","United Kingdom",10
27803,"Theresa E Suarez","F","2022-05-13","8, avenue de Villiers","Pantin","Seine Saint Denis","France",7
27804,"Shaun N Xu","M","2022-09-25","6205 Lorie Lane","Gloucestershire","England","United Kingdom",10
27805,"Barbara A Ye","F","2022-11-11","8201, rue Malar","Croix","Nord","France",7
27806,"Krista NULL Sanz","F","2022-02-19","1522 Azalea Ave.","Maidenhead","England","United Kingdom",10
27807,"Shaun G Kumar","M","2022-02-17","1, rue de Varenne","Boulogne-Billancourt","Hauts de Seine","France",7
27808,"Christopher R Clark","M","2022-11-13","951, rue de Cambrai","Chatou","Yveline","France",7
27809,"Arianna NULL Sanchez","F","2022-07-18","Curieweg 42","Werne","Nordrhein-Westfalen","Germany",8
27810,"Meghan P Munoz","F","2022-12-14","2680 Corte Del Sol","Gateshead","England","United Kingdom",10
27811,"Darren NULL Vazquez","M","2022-07-20","Kurfürstenstr 23","Kassel","Hessen","Germany",8
27812,"Alison NULL Lal","F","2022-08-18","6658, avenue de Villiers","Paris","Seine (Paris)","France",7
27813,"Roy NULL Vance","M","2022-08-18","Nonnendamm 22","Frankfurt","Bayern","Germany",8
27814,"Katrina C Shan","F","2022-03-16","Charlottenstr 57272","Münster","Saarland","Germany",8
27815,"Jamie NULL Chow","F","2022-02-15","9759 Dover Way","Peterborough","England","United Kingdom",10
27816,"Erick J Kapoor","M","2022-05-24","28, avenue de la Gare","Croix","Nord","France",7
27817,"Sandra N Hu","F","2022-12-17","5872 Whiteaben Drive","Liverpool","England","United Kingdom",10
27818,"Candice NULL Hu","F","2022-12-27","7279 Michael Ln.","Warrington","England","United Kingdom",10
27819,"Michele J Martin","F","2022-01-14","7983 Pinecrest Dr.","Watford","England","United Kingdom",10
27820,"Joel NULL Patel","M","2021-12-29","413 Miller Dr","Woolston","England","United Kingdom",10
27821,"Leonard NULL Deng","M","2022-02-12","7013 Cimarron Drive","York","England","United Kingdom",10
27822,"Jerry L Lal","M","2022-07-24","3663 Palm Avenue","York","England","United Kingdom",10
27823,"Joan M Gao","F","2022-07-05","Curieweg 2994","Hamburg","Hamburg","Germany",8
27824,"Michele P Moreno","F","2022-11-01","42, impasse Ste-Madeleine","Orleans","Loiret","France",7
27825,"Christy A Zimmerman","F","2022-04-25","Roßstr 5538","Bottrop","Nordrhein-Westfalen","Germany",8
27826,"Nicolas M Xu","M","2022-04-21","Buergermeister-ulrich-str 5000","München","Nordrhein-Westfalen","Germany",8
27827,"Meagan L Malhotra","F","2022-11-07","8370 Birchwood Dr","Birmingham","England","United Kingdom",10
27828,"Ernest NULL Gao","M","2022-03-23","6208 ViewPoint Court","London","England","United Kingdom",10
27829,"Jorge M Wang","M","2022-12-03","55, quai de l´ Iton","Paris","Seine (Paris)","France",7
27830,"Caleb M Hall","M","2022-11-08","Charlottenstr 572","Paderborn","Nordrhein-Westfalen","Germany",8
27831,"Clinton C Vazquez","M","2023-01-23","Am Gallberg 6186","Bonn","Hamburg","Germany",8
27832,"Margaret R Powell","F","2022-08-11","Wallstr 8834","Erlangen","Bayern","Germany",8
27833,"Dawn G Lu","F","2022-11-18","3782 Sweetwater Drive","London","England","United Kingdom",10
27834,"Diana J Suarez","F","2022-07-09","172, place de la Concorde","Orleans","Loiret","France",7
27835,"Darren A Ruiz","M","2022-02-23","988, rue Marbeuf","Saint Ouen","Charente-Maritime","France",7
27836,"Pedro NULL Navarro","M","2022-03-17","6, avenue de Norvege","Courbevoie","Hauts de Seine","France",7
27837,"Kelsey J Jai","F","2022-02-15","4598 Manila Avenue","London","England","United Kingdom",10
27838,"Janelle NULL Sai","F","2022-11-24","Viktoria-Luise-Platz 64","Stuttgart","Saarland","Germany",8
27839,"Susan NULL Li","F","2022-03-13","4444 Pepperidge Way","Stoke-on-Trent","England","United Kingdom",10
27840,"John A Johnson","M","2022-05-30","40, place de Fontenoy","Chatou","Yveline","France",7
27841,"Gerald M Vance","M","2022-03-19","2235 Craig Drive","London","England","United Kingdom",10
27842,"Evelyn NULL Arun","F","2022-06-28","4635 Woodside Court","London","England","United Kingdom",10
27843,"Gerald NULL Navarro","M","2022-07-09","Husemann Straße 4424","Grevenbroich","Bayern","Germany",8
27844,"Arturo NULL Li","M","2022-06-18","936, rue Léo Delibes","Paris","Seine (Paris)","France",7
27845,"Angel NULL Wright","M","2022-11-02","48, rue Montcalm","Drancy","Seine Saint Denis","France",7
27846,"Albert NULL Rubio","M","2022-12-03","8011, rue de Cambrai","Paris","Seine (Paris)","France",7
27847,"Kristina NULL Rana","F","2022-06-18","2096 Blackwood Drive","Warrington","England","United Kingdom",10
27848,"Fernando NULL Perez","M","2022-10-28","1797 Victory Lane","York","England","United Kingdom",10
27849,"Dalton NULL Adams","M","2022-11-07","3738, chaussée de Tournai","Bobigny","Seine Saint Denis","France",7
27850,"Jason D Green","M","2022-03-27","48bis, boulevard du Montparnasse","Saint-Denis","Seine Saint Denis","France",7
27851,"Diana NULL Martin","F","2022-04-08","9554, rue des Pyrenees","Paris","Seine (Paris)","France",7
27852,"Jamie L Ramos","M","2022-09-11","1394 Firestone","London","England","United Kingdom",10
27853,"Amy R Zheng","F","2022-09-22","9944/998, rue Faubourg St Antoine","Saint Germain en Laye","Yveline","France",7
27854,"Marc I Rubio","M","2022-12-02","757, rue de la Centenaire","Paris","Seine (Paris)","France",7
27855,"Lisa L Ye","F","2022-11-02","Carlsplatz 45","Ingolstadt","Bayern","Germany",8
27856,"Bonnie W Tang","F","2022-09-26","7744 Lacorso Drive","Runcorn","England","United Kingdom",10
27857,"Brandi M Munoz","F","2022-03-14","6, rue Léo Delibes","Lieusaint","Seine et Marne","France",7
27858,"Anders B Skjønaa","F","2022-07-20","Alderstr 8139","Bonn","Hamburg","Germany",8
27859,"Danny NULL Carlson","M","2022-04-12","Am Kreuz 4164","Salzgitter","Hessen","Germany",8
27860,"Hector NULL Martin","M","2022-12-21","7640 First Ave.","Lane Cove","New South Wales","Australia",9
27861,"Karen C He","F","2022-12-20","478 McFaul Drive","Sunbury","Victoria","Australia",9
27862,"Joanna M Alonso","F","2022-12-21","5416 Thornwood Dr.","Hawthorne","Queensland","Australia",9
27863,"Carolyn M Ruiz","F","2022-12-18","746 Whiteaben Drive","Newcastle","New South Wales","Australia",9
27864,"Shaun NULL Luo","M","2022-06-02","8819 Camino Norte","North Ryde","New South Wales","Australia",9
27865,"Destiny NULL Butler","F","2022-06-07","7045 Creekside Drive","Port Macquarie","New South Wales","Australia",9
27866,"Sergio NULL Raman","M","2022-07-06","5232 Fourth St.","South Melbourne","Victoria","Australia",9
27867,"Alberto R Blanco","M","2022-08-07","9597 Sweeney Road","Lavender Bay","New South Wales","Australia",9
27868,"Jessie J Rubio","F","2022-09-29","3883 Pheasant Ct.","Newcastle","New South Wales","Australia",9
27869,"Shawna K Shan","F","2022-10-23","4480 N. Lanky Lane","Lane Cove","New South Wales","Australia",9
27870,"Ryan C Davis","M","2022-11-12","3966 Mahogany Way","Warrnambool","Victoria","Australia",9
27871,"Faith NULL Cook","F","2022-12-23","6980 Tanager Circle","Townsville","Queensland","Australia",9
27872,"Ivan NULL Martinez","M","2022-12-17","4021 Rosemarie Place","Rockhampton","Queensland","Australia",9
27873,"Dawn NULL Xu","F","2021-12-28","5551 Orinda Court","Wollongong","New South Wales","Australia",9
27874,"Randy J Zhao","M","2022-03-11","P .o. Box 2162","Coffs Harbour","New South Wales","Australia",9
27875,"Pamela G Patel","F","2022-03-11","4147 Alamo Court","Rockhampton","Queensland","Australia",9
27876,"Willie J Deng","M","2022-06-27","5990 Curletto Drive","Bendigo","Victoria","Australia",9
27877,"Rebekah NULL Dominguez","F","2022-07-11","2028 Revision Dr.","Warrnambool","Victoria","Australia",9
27878,"Dennis J He","M","2022-08-03","6790 Loma Linda","Hervey Bay","Queensland","Australia",9
27879,"Kelvin E Chander","M","2022-08-11","4657 Roundhouse Place","Melton","Victoria","Australia",9
27880,"Curtis G Hu","M","2022-04-11","4252 Alpine Rd.","Stoke-on-Trent","England","United Kingdom",10
27881,"Raul NULL Nath","M","2022-12-16","33, place de la République","Paris","Seine (Paris)","France",7
27882,"Franklin H Hu","M","2022-04-12","Buergermeister-ulrich-str 123","Erlangen","Bayern","Germany",8
27883,"Marc NULL Hernandez","M","2022-04-22","Kulmer Straße 22","Grevenbroich","Bayern","Germany",8
27884,"Jill NULL Alonso","F","2022-04-15","Postenweg 2428","Hamburg","Hamburg","Germany",8
27885,"Marvin J Torres","M","2022-09-28","438 Mt. Etna","London","England","United Kingdom",10
27886,"Denise P Gonzalez","F","2022-11-06","80, avenue de Malakoff","Pantin","Seine Saint Denis","France",7
27887,"Eugene C Zhang","M","2022-05-05","338, rue Faubourg St Antoine","Paris","Seine (Paris)","France",7
27888,"Tina NULL Rodriguez","F","2022-12-17","39, place de Fontenoy","Paris","Seine (Paris)","France",7
27889,"Jodi K Xie","F","2022-10-25","54, avenue du Port","Paris","Seine (Paris)","France",7
27890,"Kyle NULL Evans","M","2022-09-12","7367 Walters Way","Esher-Molesey","England","United Kingdom",10
27891,"Carlos NULL Howard","M","2022-09-13","8711 Pepper Dr.","Leeds","England","United Kingdom",10
27892,"Isabella NULL Foster","F","2022-10-02","9355 Slow Creek Road","Peterborough","England","United Kingdom",10
27893,"Clinton D Jiménez","M","2022-09-30","98, rue des Berges","Villeneuve-d'Ascq","Nord","France",7
27894,"Gerald L Sai","M","2022-10-18","7144 Flagstone Way","Leeds","England","United Kingdom",10
27895,"Colin NULL Pal","M","2022-12-15","876, rue de Berri","Bobigny","Seine Saint Denis","France",7
27896,"Orlando H Torres","M","2022-10-27","9564 Pennsylvania Blvd.","Runcorn","England","United Kingdom",10
27897,"Robin E Munoz","F","2022-05-25","Rykestr 8105","Braunschweig","Nordrhein-Westfalen","Germany",8
27898,"Trinity NULL Bell","F","2022-12-13","4, rue Philibert-Delorme","Saint Germain en Laye","Yveline","France",7
27899,"Mandy NULL Xu","F","2022-12-09","44, rue du Départ","Cergy","Val d'Oise","France",7
27900,"Toni NULL Prasad","F","2022-05-18","Viktoria-Luise-Platz 576","Poing","Saarland","Germany",8
27901,"Mariah J Cooper","F","2022-04-19","7865 Mt. Diablo St","Runcorn","England","United Kingdom",10
27902,"Carolyn NULL Alonso","F","2022-07-30","Dunckerstr 4825","Hamburg","Hamburg","Germany",8
27903,"Janelle NULL Suri","F","2022-03-28","6268, chaussée de Tournai","Pantin","Seine Saint Denis","France",7
27904,"Andre NULL Rana","M","2022-02-24","194 Barberry Court","Gateshead","England","United Kingdom",10
27905,"Mario M Black","M","2022-06-18","8349 Roxbury Drive","Warrington","England","United Kingdom",10
27906,"Gilbert E Chen","M","2022-10-21","8247 Crescent Avenue","Oxon","England","United Kingdom",10
27907,"Michael NULL Taylor","M","2022-10-24","Rt. 470 Box A","Esher-Molesey","England","United Kingdom",10
27908,"Adriana NULL Sanchez","F","2022-05-28","Knaackstr 956","Berlin","Saarland","Germany",8
27909,"Mayra NULL Randall","F","2022-10-10","8079 Precipice Drive","London","England","United Kingdom",10
27910,"Arturo F Zhou","M","2022-02-13","Knaackstr 2","Melbourne","Victoria","Australia",9
27911,"Robert L Moore","M","2023-01-06","8436 L St.","Lynnwood","Washington","United States",1
27912,"Caitlin NULL Ramirez","F","2022-12-19","3304 East Narrows Drive","Redmond","Washington","United States",1
27913,"Brittney B Zheng","F","2022-08-11","7861 Yosemite Dr.","Beverly Hills","California","United States",4
27914,"Jasmine NULL Foster","F","2022-04-12","419 Mills Dr.","Coronado","California","United States",4
27915,"Jordan L Green","F","2022-10-15","5310 Buena Vista Ave.","Imperial Beach","California","United States",4
27916,"Aaron J Carter","M","2022-12-22","3450 Rio Grande Dr.","Woodland Hills","California","United States",4
27917,"Andrea L Sanders","F","2020-02-18","5405 Glenellen Court","Long Beach","California","United States",4
27918,"Samantha R Ross","F","2020-02-16","1433 Manila Avenue","Burlingame","California","United States",4
27919,"Ryan NULL Lal","M","2020-02-27","7512 Sanford Street","Issaquah","Washington","United States",1
27920,"Mary W Howard","F","2020-02-15","8157 W. Buchanan","Woodland Hills","California","United States",4
27921,"Sydney NULL Long","F","2022-08-19","5425 Highland Circle","Cliffside","British Columbia","Canada",6
27922,"Isabella E King","F","2022-10-19","233 Heights Ave.","Bremerton","Washington","United States",1
27923,"Douglas M Arun","M","2022-10-23","Pascalstr 241","Sulzbach Taunus","Saarland","Germany",8
27924,"Jeffery NULL He","M","2022-03-29","Postenweg 2428","Kiel","Saarland","Germany",8
27925,"Adam NULL Butler","M","2022-11-13","4799 Buena Vista","Gateshead","England","United Kingdom",10
27926,"Eduardo B Mitchell","M","2022-03-17","10, rue des Vendangeurs","Saint Germain en Laye","Yveline","France",7
27927,"Omar NULL Zhao","M","2022-12-24","9038 Ida Drive","Birmingham","England","United Kingdom",10
27928,"Dianne K. Slattengren","F","2022-08-27","1574 Hudson Ave.","Maidenhead","England","United Kingdom",10
27929,"Ross C Madan","M","2022-03-23","8390 E. 32nd Street","Warrington","England","United Kingdom",10
27930,"Clarence A Sharma","M","2022-04-01","Kalkweg 4435","Berlin","Hessen","Germany",8
27931,"Tabitha R Patel","F","2022-11-22","Wertheimer Straße 899","Berlin","Hamburg","Germany",8
27932,"Leslie M Diaz","F","2022-08-09","Am Kreuz 950","Essen","Hamburg","Germany",8
27933,"Amber NULL Evans","F","2022-11-20","9363, rue Saint-Lazare","Saint-Denis","Seine Saint Denis","France",7
27934,"Lanna A. Slaven","F","2022-12-13","70, rue de Cambrai","Les Ulis","Essonne","France",7
27935,"Johnny NULL Chander","M","2022-08-26","62, cours Mirabeau","Colomiers","Garonne (Haute)","France",7
